text;id;referierte_Figur
"Die Globsower, solange sie bloß Globsower sind, können gar nichts erschüttern. Aber wenn erst der Buschen ihre Enkelkinder, denn die Karline wird doch wohl schon mehrere haben, ihre Knöpfstiefel und ihre roten Strümpfe tragen, als müßt es nur so sein, ja, Dubslav, dann ist es vorbei. Mit der Freiheit, laß mich das wiederholen, hat es nicht viel auf sich; aber die roten Strümpfe, das ist was. Und dir trau ich ganz und gar nicht, und der Karline natürlich erst recht nicht, wenn es auch vielleicht schon eine Weile her ist.";718933;Agnes
"Die Globsower, solange sie bloß Globsower sind, können gar nichts erschüttern. Aber wenn erst der Buschen ihre Enkelkinder, denn die Karline wird doch wohl schon mehrere haben, ihre Knöpfstiefel und ihre roten Strümpfe tragen, als müßt es nur so sein, ja, Dubslav, dann ist es vorbei. Mit der Freiheit, laß mich das wiederholen, hat es nicht viel auf sich; aber die roten Strümpfe, das ist was. Und dir trau ich ganz und gar nicht, und der Karline natürlich erst recht nicht, wenn es auch vielleicht schon eine Weile her ist.";718933;Buschen
"Die Globsower, solange sie bloß Globsower sind, können gar nichts erschüttern. Aber wenn erst der Buschen ihre Enkelkinder, denn die Karline wird doch wohl schon mehrere haben, ihre Knöpfstiefel und ihre roten Strümpfe tragen, als müßt es nur so sein, ja, Dubslav, dann ist es vorbei. Mit der Freiheit, laß mich das wiederholen, hat es nicht viel auf sich; aber die roten Strümpfe, das ist was. Und dir trau ich ganz und gar nicht, und der Karline natürlich erst recht nicht, wenn es auch vielleicht schon eine Weile her ist.";718933;Karline
unser guter Stechlin;31808;Woldemar
Ja;655304;Dr. Moscheles
"nach
der
Seite hin";655325;Dr. Moscheles
Aber, offen gestanden, nach mancher andern Seite hin ist mir dieser Moscheles nicht sehr sympathisch. Er faßt seinen Stock so sonderbar an und schlenkert auch so.;655376;Dr. Moscheles
sie ist nämlich von der strengen Richtung und hält sich auch zu Superintendent Koseleger, unserm Papst hier. ;144820;Koseleger
Erst hat mir Sponholz alles verboten und nu die Buschen, und so leb ich eigentlich bloß noch von Bärlapp und Katzenpfötchen.;730316;Buschen
Erst hat mir Sponholz alles verboten und nu die Buschen, und so leb ich eigentlich bloß noch von Bärlapp und Katzenpfötchen.;730316;Dr. Sponholz
und so griff denn Dubslav zu den Gundermanns hinüber, um in ein paar Worten sein Bedauern darüber auszudrücken, daß er die Siebenmühlner nicht habe mit heranziehn können. »Engelke sei so sehr dagegen gewesen.;572888;Frau Gundermann
und so griff denn Dubslav zu den Gundermanns hinüber, um in ein paar Worten sein Bedauern darüber auszudrücken, daß er die Siebenmühlner nicht habe mit heranziehn können. »Engelke sei so sehr dagegen gewesen.;572888;Herr Gundermann
Woldemar sprach bei dieser Gelegenheit wie von Ihrer ersten Liebe;545042;Jenny Lind
Und von deinem Pastor Lorenzen auch nicht. Der wird ja wohl nächstens 'ne ›freie Gemeinde‹ gründen.;707522;Lorenzen
Erst Borsig, dann Stephenson, erst Rudolf Hertzog, dann Herzog Rudolf, erst Pfefferküchler Hildebrand, dann Papst Hildebrand.;470496;Borsig
Erst Borsig, dann Stephenson, erst Rudolf Hertzog, dann Herzog Rudolf, erst Pfefferküchler Hildebrand, dann Papst Hildebrand.;470496;Papst Hildebrand
Erst Borsig, dann Stephenson, erst Rudolf Hertzog, dann Herzog Rudolf, erst Pfefferküchler Hildebrand, dann Papst Hildebrand.;470496;Rudolf Hertzog
Erst Borsig, dann Stephenson, erst Rudolf Hertzog, dann Herzog Rudolf, erst Pfefferküchler Hildebrand, dann Papst Hildebrand.;470496;Stephenson
Denn von dem mit Susan Gesehenen wirst du zur Zeit nicht mehr viel zur Verfügung haben.;439059;Susan
Und glaubst du nicht auch (denn warum käme er sonst so oft), daß er was vorhat?;223272;Woldemar
Meine gute Frau Kulicke;344417;Kulicke
läßt eben fragen, ob wir unsern Imbiß im Nebenzimmer nehmen wollen. ;344460;Kulicke
Und Sie glauben;623546;Friedrich II.
an dieser scharfen Quitzow-Ecke wäre Kaiser Friedrich gescheitert?;623589;Friedrich II.
Da fährt ja Katzler;364749;E. Katzler
"Überrascht mich beinah. Es ist nämlich, was Sie vielleicht noch nicht wissen werden, wieder was einpassiert; er schickte mir heute früh einen Boten mit der Nachricht davon, und daraus schloß ich, er würde
nicht
zur Wahl kommen. Aber Ermyntrud mit ihrer grandiosen Pflichtvorstellung wird ihn wohl wieder fortgeschickt haben.";364787;E. Katzler
Da fährt ja Katzler;364749;W. Katzler
"Überrascht mich beinah. Es ist nämlich, was Sie vielleicht noch nicht wissen werden, wieder was einpassiert; er schickte mir heute früh einen Boten mit der Nachricht davon, und daraus schloß ich, er würde
nicht
zur Wahl kommen. Aber Ermyntrud mit ihrer grandiosen Pflichtvorstellung wird ihn wohl wieder fortgeschickt haben.";364787;W. Katzler
"Ja, die Buschen,
die
weiß Bescheid. Versteht sich. Man bloß, daß sie 'ne richtige alte Hexe is, und um Walpurgis weiß keiner, wo sie is. Und die Mächens gehen sonnabends auch immer hin, wenn's schummert, und Uncke hat auch schon welche notiert und beim Landrat Anzeige gemacht. Aber sie streiten alle Stein und Bein; und ein paar haben auch schon geschworen, sie wüßten von gar nichts.";677304;Buschen
Sie wird woll auch so was wie die Karline.;721805;Karline
Engelke hat sich so was gedacht;450075;Engelke
Eine merkwürdige Kindermuhme;438337;Susan
Den hat sie, gewiß, den haben sie alle hier oder doch die meisten. Aber ein guter Verstand, soviel er ist, ist auch wieder recht wenig, und schließlich – ich muß leider zu diesem Berolinismus greifen – ist diese gute Domina doch nichts weiter als eine Stakete, lang und spitz. Und nicht mal grün gestrichen.;586787;Adelheid
Superintendent? Koseleger?;654599;Koseleger
Da waren Sie neulich mit dem guten Wrschowitz bei uns und haben uns allerhand Schreckliches von Ihrem misogynen Prinzen wissen lassen. ;304585;Wrschowitz
Herr Major wollen verzeihn, aber bei diesem Isidor is es nicht das Politische. Komme ja jeden dritten Tag hin und seh den Alten in seinem Laden und höre, was er da redt und redt. Und der Junge redt auch und redt immer ›von 's Prinzip‹. Das Prinzip is ihm aber egal. Er will bloß mogeln und den Alten an die Wand drücken. Und das ist das, was ich das Zweideutige nenne.;537043;Isidor
Und da haben wir denn also, meine Frau und ich, vor, von diesem Pfäffers aus erst noch durch die Via Mala zu fahren, den Splügen hinauf oder auf irgendeinen andern Paß.;647615;Frau Sponholz
Meinen Sie, daß es ihm schließlich doch nicht ein rechter Ernst mit der Sache war?;621783;Friedrich II.
Du hast ganz recht, mich dabei wieder auf die Schmargendorf zu bringen. Nun, die war außer sich und hat die darauffolgende Nacht nicht schlafen können. Erst gegen Morgen kam ihr ein tiefer Schlaf, und da sah sie, so wenigstens hat sie's mir und dem Superintendenten versichert, einen Engel, der mit seinem Flammenfinger immer auf ein Buch wies und in dem Buch auf eine und dieselbe Stelle.;190374;Schmargendorf
Und zum zweiten auf das Wohl unsers guten alten Stechlin, der uns doch heute zusammengeführt. Ob wir ihn durchbringen? ;349670;Dubslav
Es gibt ihrer viele, denen unser alter Stechlin um ein gut Teil zu flau ist. ›Fortiter in re, suaviter in modo‹, hat neulich einer, der sich auf Bildung ausspielt, von dem Alten gesagt, und von ›suaviter‹, wenn auch nur ›in modo‹, wollen alle diese Herren nichts wissen.;350045;Dubslav
Sehr wahr. Ich erinnere mich seines bedeutendsten Bildes, das leider nach Amerika hin verkauft wurde. Wenn ich nicht irre, zu einem enormen Preise.;478361;Millais
Die Prinzessin selbst, und das ist das rührendste, hat sich darüber ganz unumwunden ausgesprochen. Und zwar zu meinem Alten. Sie sieht ihn öfter und möcht ihn, glaub ich, bekehren – sie ist nämlich von der strengen Richtung und hält sich auch zu Superintendent Koseleger, unserm Papst hier.;144638;E. Katzler
"Die ganze Geschichte wird auf einen andern Leisten gebracht, und wenn dann wieder eine Wahl ist, dann fährt der Woldemar rum und erzählt überall, ›Katzenstein sei der rechte Mann‹. Oder irgendein andrer. Aber das ist Mus wie Mine; – verzeihen Sie den etwas fortgeschrittenen Ausdruck. Und wenn dann die junge gnädige Frau Besuch kriegt oder wohl gar einen Ball gibt, da will ich Ihnen ganz genau sagen, wer dann hier in diesem alten Kasten, der dann aber renoviert sein wird, antritt. Da ist in erster Reihe der Minister von Ritzenberg geladen, der, wegen Kaltstellung unter Bismarck, von langer Hand her eine wahre Wut auf den alten Sachsenwalder hat, und eröffnet die Polonäse mit Armgard. Und dann ist da ein Professor, Kathedersozialist, von dem kein Mensch weiß, ob er die Gesellschaft einrenken oder aus den Fugen bringen will, und führt eine Adelige, mit kurzgeschnittenem Haar (die natürlich schriftstellert), zur Quadrille. Und dann bewegen sich da noch ein Afrikareisender, ein Architekt und ein Porträtmaler, und wenn sie nach den ersten Tänzen eine Pause machen, dann stellen sie ein lebendes Bild, wo ein Wilddieb von einem Edelmann erschossen wird, oder sie führen ein französisches Stück auf, das die Dame mit dem kurzgeschnittenen Haar übersetzt hat, ein sogenanntes Ehebruchsdrama, drin eine Advokatenfrau gefeiert wird, weil sie ihren Mann mit einem Taschenrevolver über den Haufen geschossen hat. Und dann gibt es Musikstücke, bei denen der Klavierspieler mit seiner langen Mähne über die Tasten hinfegt, und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht. Und dann sagt Woldemar: ›Sehen Sie da den Bebel. Mein politischer Gegner, aber ein Mann von Gesinnung und Intelligenz.‹ Und wenn dann ein Adeliger aus der Residenz an ihn herantritt und ihm sagt: ›Ich bin überrascht, Herr von Stechlin – ich glaubte den Grafen Schwerin hier zu finden‹, dann sagt Woldemar: ›Ich habe die Fühlung mit diesem Herrn verloren.‹";747053;Armgard
"Die ganze Geschichte wird auf einen andern Leisten gebracht, und wenn dann wieder eine Wahl ist, dann fährt der Woldemar rum und erzählt überall, ›Katzenstein sei der rechte Mann‹. Oder irgendein andrer. Aber das ist Mus wie Mine; – verzeihen Sie den etwas fortgeschrittenen Ausdruck. Und wenn dann die junge gnädige Frau Besuch kriegt oder wohl gar einen Ball gibt, da will ich Ihnen ganz genau sagen, wer dann hier in diesem alten Kasten, der dann aber renoviert sein wird, antritt. Da ist in erster Reihe der Minister von Ritzenberg geladen, der, wegen Kaltstellung unter Bismarck, von langer Hand her eine wahre Wut auf den alten Sachsenwalder hat, und eröffnet die Polonäse mit Armgard. Und dann ist da ein Professor, Kathedersozialist, von dem kein Mensch weiß, ob er die Gesellschaft einrenken oder aus den Fugen bringen will, und führt eine Adelige, mit kurzgeschnittenem Haar (die natürlich schriftstellert), zur Quadrille. Und dann bewegen sich da noch ein Afrikareisender, ein Architekt und ein Porträtmaler, und wenn sie nach den ersten Tänzen eine Pause machen, dann stellen sie ein lebendes Bild, wo ein Wilddieb von einem Edelmann erschossen wird, oder sie führen ein französisches Stück auf, das die Dame mit dem kurzgeschnittenen Haar übersetzt hat, ein sogenanntes Ehebruchsdrama, drin eine Advokatenfrau gefeiert wird, weil sie ihren Mann mit einem Taschenrevolver über den Haufen geschossen hat. Und dann gibt es Musikstücke, bei denen der Klavierspieler mit seiner langen Mähne über die Tasten hinfegt, und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht. Und dann sagt Woldemar: ›Sehen Sie da den Bebel. Mein politischer Gegner, aber ein Mann von Gesinnung und Intelligenz.‹ Und wenn dann ein Adeliger aus der Residenz an ihn herantritt und ihm sagt: ›Ich bin überrascht, Herr von Stechlin – ich glaubte den Grafen Schwerin hier zu finden‹, dann sagt Woldemar: ›Ich habe die Fühlung mit diesem Herrn verloren.‹";747053;Woldemar
Und muß man ihn denn vorsichtig anfassen, wenn das Gespräch auf kirchliche Dinge kommt?;34607;Rex
Wie steht es denn da mit ihm? Muß ich mich in acht nehmen? Oder macht er bloß so mit?;35012;Rex
Und was sagte die Schmargendorf dazu?;190334;Schmargendorf
Melusine läßt sonst nie warten.;778177;Melusine
Ja, dein Onkel spricht so.;293227;Hartwig
Ist die Comtesse die Priesterin, oder ist die Gräfin die Priesterin? Ich glaube, wer schon verheiratet war, kann wohl eigentlich nicht Priesterin sein.;287305;Armgard
Ist die Comtesse die Priesterin, oder ist die Gräfin die Priesterin? Ich glaube, wer schon verheiratet war, kann wohl eigentlich nicht Priesterin sein.;287305;Melusine
Woldemar macht mir natürlich kein Kopfzerbrechen, aber die Familie, der alte Stechlin.;580359;Woldemar
Sie auch, Uncke, und Pyterke natürlich auch.;740211;Pyterke
Welch ein Mann, Ihr Pastor Lorenzen;772717;Lorenzen
Und zum Glück auch noch unverheiratet.;772772;Lorenzen
"Nur der unsers Rentmeisters ist noch gepflegter und größer und liegt auch am See. Rentmeister Fix, der hier alles zusammenhält, ist uns, wie in wirtschaftlichen Dingen, so auch namentlich in seinen Gartenanlagen, ein Vorbild; überhaupt ein charaktervoller Mann, und dabei treu wie Gold, trotzdem sein Gehalt unbedeutend ist und seine Nebeneinnahmen ganz unsicher in der Luft schweben. Ich hatte Fix denn auch bitten lassen, mit uns bei Tisch zu sein; er versteht so gut zu plaudern, gut und leicht, ja beinahe freimütig und doch immer durchaus diskret. Aber er ist dienstlich verhindert. ";160477;Fix
der richtige London fog, wobei mir natürlich Ihr Freund Stechlin einfällt. Aber über den sprechen wir nachher. Jetzt sind wir noch beim Nebel.;459292;Woldemar
Gewiß;459645;Skarbina
den kenn ich sehr gut. Aber allerdings erst von der letzten Ausstellung her. Und was, außer den Gaslaternen im Nebel, mir so eigentlich von ihm vorschwebt, das ist ein kleines Bild: langer Hotelkorridor, Tür an Tür, und vor einer der vielen Türen ein Paar Damenstiefelchen. Reizend. Aber die Hauptsache war doch die Beleuchtung. Von irgendwoher fiel ein Licht ein und vergoldete das Ganze, den Flur und die Stiefelchen.;459670;Skarbina
und bleiben wir bei den Stechlins, will sagen bei unserm Freunde Woldemar. Die Tante will ihn verheiraten, darin haben Sie recht.;205089;Adelheid
und bleiben wir bei den Stechlins, will sagen bei unserm Freunde Woldemar. Die Tante will ihn verheiraten, darin haben Sie recht.;205089;Woldemar
Wenn's also nicht von dem Lafitte stammt, so kann es nur Melusine sein.;776775;Melusine
Des Kindes müssen wir uns annehmen;783398;Agnes
Herr von Stechlin, ich erlaube mir, Ihnen morgen eine Radierung nach einem Bilde des richtigen englischen Millais zu schicken.;483389;Millais
Name des Bildes: ›Sir Isumbras‹. Merkwürdige Schöpfung. Schade, daß er, der Vater des Präraffaelitentums, dabei nicht aushielt. Aber nicht zu verwundern.;483605;Millais
Un kann ook sinn, he slöppt sich wedder gesunn... Un nu, steih upp un bind di ook en Doog um 'n Kopp. Et is noch en beten küll drut. Un denn geih in 'n Goaren un plück em (wenn du wat finnst) en beten Krokus oder wat et sünsten is.;756676;Dubslav
und was die Schmargendorf angeht, so kann ich nur sagen: Von meiner Martha laß ich nicht.;203835;Schmargendorf
Eben erst ist er fort, der arme Professor, und jetzt schon so schlechte Nachrede.;487243;Cujacius
"Viel mehr Glück hat unsre alte Schimonski mit ihren großen Erdbeeren – ich meine natürlich nicht die Schimonski selber; sie selber kann gar nichts, aber sie hat eine sehr geschickte Person –, und ein Berliner Händler kauft ihr alles ab, bloß daß die Schnecken oft die Hälfte jeder Erdbeere wegfressen. Man sollte nicht glauben, daß solche Tiere solchen feinen Geschmack haben. Aber wenn es wegen der Schnecken auch unsicher ist, Dubslav, du solltest solche Zucht doch auch versuchen. Wenn es einschlägt, ist es sehr vorteilhaft. Die Schimonski wenigstens hat mehr davon als von ihren Hühnern, trotzdem sie gut legen.";522677;Schimonski
Nei, gnäd'ger Herr, för Katzenstein nich.;406435;Katzenstein
Und war es denn bei deinem Hofrat, wo du nu zuletzt warst, auch so?;293254;Hofrat
Ja, Herr Major, gesprochen hat er schon. Aber nich viel. Un war auch kein rechter Beifall. Auch nich mal bei seinen eignen Leuten.;534149;Torgelow
"Da hab ich denn doch lieber die Triglaff genommen; sie ist sehr dumm, aber doch wenigstens manierlich";188930;Triglaff
Weil ich ein Bild von ihr kenne. Wir haben es, wie bekannt, seit einiger Zeit von einem unsrer besten Maler auf unsrer Nationalgalerie.;302384;Jenny Lind
Es handelt sich hier einfach um einen Teilnahmebesuch, um etwas, wenn Sie wollen, schön Menschliches. Frau Katzler erwartet nämlich.;139377;E. Katzler
Fast könnte man's sagen;582370;Adelheid
Doch paßt es auch wieder nicht recht, schon deshalb nicht, weil es ein französisches Wort ist. Tante Adelheid ist eminent unfranzösisch.;582418;Adelheid
Lizzi sagte mir eben, es neble so stark, man könne die Hand vor Augen nicht sehn.;459170;Lizzi
Eine jede hätt sich für die heilige Elisabeth mit den bekannten Broten im Korb.;339844;hl. Elisabeth
"Ich habe hier auch einen, an dem ich meine Studien gemacht habe; heißt Krippenstapel, was allein schon was sagen will. Er ist grad um ein Jahr älter als ich, also runde siebenundsechzig, und eigentlich ein Prachtexemplar, jedenfalls ein vorzüglicher Lehrer. Aber verrückt ist er doch.";98939;Krippenstapel
"Wenn die Prinzessin bloß einen Leberfleck gehabt hätte, so fänd ich es ohne weiteres zu stark; es muß immer ein richtiges Verhältnis dasein zwischen Mittel und Zweck. Ein Leberfleck ist gar nichts. Aber bedenken Sie, 'ne richtige Prinzessin als Sklavin in einem Harem; da muß denn doch ganz anders vorgegangen werden. ";401842;Prinzessin von Siam
Aber er will nicht fort. Er sagt, zu Hause sei es am besten.;62435;Rudolf Gundermann
Darf dich nicht wundern. Dafür ist er Lehrer im allgemeinen und Krippenstapel im besonderen.;103118;Krippenstapel
Eine Dame hat mir mal gesagt, die langweiligen Leute wären schließlich geradesogut wie die interessanten, und es hat was für sich. Aber dieser Gundermann!;134438;Herr Gundermann
du wirst also wählen den guten alten Herrn von Stechlin.;326372;Dubslav
Oder zu der Buschen?;754763;Buschen
"Ihr Rudolf soll leben; das ist doch der Liebling, trotzdem er der Älteste ist.";62179;Rudolf Gundermann
Aber wir sind von unserm eigentlichen Thema ganz abgekommen, von der Domina. Du sagtest, ihre Gefühle widersprächen sich untereinander. Welche Gefühle?;586292;Adelheid
und man kann mit ihr in einer halben Stunde bis in Czakos Kaserne. Der weite Weg ist es auch eigentlich nicht, wenigstens nicht allein, weshalb ich Czako so selten sehe. Der Hauptgrund ist doch wohl der, er paßt nicht so ganz zu uns und eigentlich auch kaum zu seinem Regiment. Er ist ein guter Kerl, aber ein Äquivokenmensch und erzählt immer Nachmitternachtsgeschichten. Wenn man ihn allein hat, geht es. Aber hat er ein Publikum, dann kribbelt es ihn ordentlich, und je feiner das Publikum ist, desto mehr. Er hat mich schon oft in Verlegenheit gebracht. Ich muß sagen, ich hab ihn sehr gern, aber gesellschaftlich ist ihm Rex doch sehr überlegen.;193179;Czako
Und Agnes, sagt Ihr, heißt sie. Is ein hübsches Kind.;457972;Agnes
Wenn unser Freund Stechlin sich in diese seine alte Schloßkate zurückzieht, so darf er Mensch sein, soviel er will, aber als Gardedragoner kommt er damit nicht aus.;32405;Woldemar
Kein Förster. Es ist ein Oberförster, zu dem ich will, und zwar derselbe, den Sie gestern abend bei meinem Papa gesehn haben. Oberförster Katzler, bürgerlich, aber doch beinah schon historischer Name.;138604;W. Katzler
Aber der König von Siam war nicht der Mann, so was ruhig einzustecken. Er unternahm vielmehr einen heiligen Krieg, gegen den Nachbarfürsten, schlug ihn und führte die Prinzessin im Triumphe wieder zurück.;399737;König von Siam
(die selbst Koseleger ihm zugesteht);189378;Koseleger
Ja, das is richtig. Aber Ihr müßt aufpassen, sonst habt Ihr 'nen Urenkel, Ihr wißt nicht wie. ;458157;Agnes
Und Wrschowitz ist auch kein Medizindoktor, sondern ein Musikdoktor. Sie haben von ihm rein zufällig noch nicht gehört, weil erst vorige Woche, nach einer langen, langen Pause, die Musikstunden wieder aufgenommen wurden. Er ist aber schon seit Jahr und Tag Armgards Lehrer.;249140;Wrschowitz
Wenn ich statt zu der Stechliner Wählerversammlung lieber zu Doktor Sponholz oder zur alten Stinten in Kloster Wutz (die ja schon früher einmal dabei war) gefahren wäre, so wäre das doch vielleicht das Bessere gewesen. ;356128;Dr. Sponholz
Wenn ich statt zu der Stechliner Wählerversammlung lieber zu Doktor Sponholz oder zur alten Stinten in Kloster Wutz (die ja schon früher einmal dabei war) gefahren wäre, so wäre das doch vielleicht das Bessere gewesen. ;356128;die alte Strinten
"Un er soll ja auch so zweideutig sein. Uncke hat es mir gesagt; Uncke hat freilich immer das Wort ›zweideutig‹. Aber es wird wohl stimmen.";504865;Uncke
Dubslav, ich weiß nicht, warum du dir, solang ich hier bin, gerade diese Hilfskraft angenommen hast.;714789;Agnes
Du nimmst hier das Kind der Karline in dein Zimmer und setzt es ans Fenster, fast als ob's da jeder so recht sehn sollte. Wie kommst du zu dem Kind? Da kann sich Woldemar freuen und seine Frau auch, die so was ›Unberührtes‹ hat. Und Gräfin Melusine! Na, die wird sich wohl auch freun. Und die darf auch. Aber ich wiederhole meine Frage, wie kommst du zu dem Kind?;715209;Agnes
so sind wir auch bald bei dem Neffen. Ich fürchte, unser Freund Woldemar befindet sich in diesem Augenblick in einer scharfen Zwickmühle. Die Domina liegt ihm seit Jahr und Tag (er hat mir selber Andeutungen darüber gemacht) mit Heiratsplänen in den Ohren;204178;Woldemar
Baron Beetz und der alte Zühlen, die die besten sind, die wohnen zu weit ab, und ich weiß nicht, seit wir die Eisenbahnen haben, laufen die Pferde schlechter. Oder es kommt einem auch bloß so vor.;504557;Baron Beetz
Baron Beetz und der alte Zühlen, die die besten sind, die wohnen zu weit ab, und ich weiß nicht, seit wir die Eisenbahnen haben, laufen die Pferde schlechter. Oder es kommt einem auch bloß so vor.;504557;v. Zühlen
Und überhaupt, von dem großen König spricht im Rheinsbergischen niemand mehr, was auch kaum anders sein kann. Der große König war als Kronprinz nur kurze Zeit da, sein Bruder Heinrich aber fünfzig Jahre. ;259237;Friedrich II.
"Ich werde
nicht
wählen den guten alten Herrn von Stechlin.";326444;Dubslav
Gräfin Melusine lugt ohnehin schon nach uns aus.;468343;Melusine
›schwarz wie der Teufel, süß wie die Sünde, heiß wie die Hölle‹, wie bereits Talleyrand gesagt haben soll.;96123;Talleyrand
Ja, äußerlich.;416081;Dubslav
Ja, äußerlich.;416081;Graf Barby
Durch vieles. Erstens, wenn man die Familien abwägt. Rex ist mehr als Czako. Und dann ist Rex Kavallerist.;193989;Czako
Durch vieles. Erstens, wenn man die Familien abwägt. Rex ist mehr als Czako. Und dann ist Rex Kavallerist.;193989;Rex
Aber bei Hofrats... Nein, diese Badestube!;294749;Hofrat
Aber bei Hofrats... Nein, diese Badestube!;294749;Hofrätin
"Das hat er. Und doch, sosehr ich sonst für Formen und Verbindlichkeiten bin, nicht für seine. Man soll einem Menschen nicht seinen Namen vorhalten. Aber Koseleger! Ich weiß immer nicht, ob er mehr Kose oder mehr Leger ist; vielleicht beides gleich. Er ist wie 'ne Baisertorte, süß, aber ungesund.";361836;Koseleger
Was Sie nicht abhielt, mein Herr Professor, den großen Gudin culbütieren zu wollen.;613934;Gudin
in dieser Geschichte haben Sie nicht bloß den Joao de Deus, sondern auch meinen Freund Lorenzen. Er ist vielleicht nicht ganz wie sein Ideal. Aber Liebe gibt Ebenbürtigkeit.;314740;Joao de Deus
in dieser Geschichte haben Sie nicht bloß den Joao de Deus, sondern auch meinen Freund Lorenzen. Er ist vielleicht nicht ganz wie sein Ideal. Aber Liebe gibt Ebenbürtigkeit.;314740;Lorenzen
Und dazu dieser Katzler mit seiner Ermyntrud.;345979;E. Katzler
Und dazu dieser Katzler mit seiner Ermyntrud.;345979;W. Katzler
Is am Ende von der Gräfin.;684070;Melusine
... Und als nun also die reiche Amerikanerin so runde vierzig Jahr später ihn wiedersah und sich bei ihm bedanken wollte von wegen des Bildermuseums, in das er sie halb aus Verlegenheit und halb aus Ritterlichkeit begleitet und ihr mutmaßlich alle Bilder falsch erklärt hatte, da hat er all diesen Dank abgewiesen und ihr – ich seh und hör ihn ordentlich – in aller Fidelität gesagt, sie habe nicht ihm, sondern er habe ihr zu danken, denn wenn jener Tag nicht gewesen wäre, so hätt er das ganze Bildermuseum höchstwahrscheinlich nie zu sehen gekriegt. Ja, Glück hat er immer gehabt. Im großen und im kleinen. Es fehlt bloß noch, daß er hinterher auch noch Generaldirektor der Königlichen Museen geworden wäre, was er schließlich doch auch noch gekonnt hätte. Denn eigentlich konnt er alles und ist auch beinah alles gewesen.;373114;Bismarck
Ihr Kutscher, das wird das beste sein, kann bei der Apotheke gleich mit vorfahren.;634803;Martin
wie schade,;471788;Woldemar
daß unser Freund Stechlin, der solche Themata liebt, nicht hier ist. Übrigens hatten wir heut ein Telegramm von ihm.;471850;Woldemar
Mit dem Alten Fritzen fing es natürlich an. Wir haben seinen Krückstock und den Dreimaster und das Taschentuch (na, das hätten sie vielleicht weglassen können),;453060;Friedrich II.
Wie fanden Sie die Gundermanns? Sonderbare Leute – haben Sie schon mal den Namen Gundermann gehört?;84760;Frau Gundermann
Wie fanden Sie die Gundermanns? Sonderbare Leute – haben Sie schon mal den Namen Gundermann gehört?;84760;Herr Gundermann
Das las ich, und dabei hab ich dann freilich auch an Woldemar gedacht.;449975;Woldemar
Und diese Lust werden Sie natürlich bekämpfen. Sie haben ihm in den Kopf gesetzt, daß etwas durchaus Neues kommen müsse. Sogar ein neues Christentum.;750623;Woldemar
Unser guter alter Kortschädel sprach auch immer von ›Dehors‹;65713;Kortschädel
und Ihr Herr Vater läßt mit sich reden ...;67480;Dubslav
"Engelke, wenn er wiederkommt, so sag ihm, ich sei nicht da. Das wird er natürlich nicht glauben; weiß er doch am besten, daß ich an mein Zimmer und meinen Rollstuhl gebunden bin. Aber trotzdem; ich mag ihn nicht. Es war eine Dummheit von Sponholz, sich grade diesen auszusuchen, solchen Allerneuesten, der nach Sozialdemokratie schmeckt und dabei seinen Stock so sonderbar anfaßt, immer grad in der Mitte. Und dazu auch noch 'nen roten Schlips.";673695;Dr. Moscheles
und wenn Armgard ihn vielleicht aufgefordert haben sollte, zum Tee zu bleiben;252325;Armgard
Und wenn ich dann denke, daß ich das alles der Buschen verdanke! Merkwürdige Welt! Sponholz hatte bloß immer seine grünen Tropfen, und Moscheles hatte nichts als seinen ewigen Torgelow, und nu kommt die Buschen, und mit einem Mal is es besser. Ja, wirklich merkwürdig.;688558;Buschen
der linke nähert sich unsrer geborenen Helfrich. Übrigens unterhaltliche Madam. Und wie beseligt sie war, als sie den Namenszug auf Ihrer Achselklappe glücklich entdeckt und damit den Anmarsch auf die Münzstraße gewonnen hatte.;74187;Frau Gundermann
über unsern Volontär Vehmeyer gesprochen habe, netter Mensch;69575;Volontär Vehmeyer
und da will nun Gundermann, der sich auf den Konservativen hin ausspielt, aber keiner ist, im trüben fischen. Er intrigiert. Ich habe das in einem Gespräch, das ich mit ihm hatte, ziemlich deutlich herausgehört;134930;Herr Gundermann
Ja, dieser unser Wohltäter, den wir – Sie haben ganz recht – in unserm Undank so gern unterschlagen.;283195;Spindler
Unser Freund in Spindlersfelde da drüben degradiert uns vielleicht auch durch das, was er so hilfreich für uns tut.;283777;Spindler
"All das wurde mir nicht viel besagen. Das herkömmlich Heldische fehlt in seiner Geschichte völlig. Was an seine Stelle tritt, ist ein ganz andres. Aber dies andre,
das
gerade macht es.";695667;Leutnant Greeley
Du bist ein bißchen gegen die Buschen – nun gut, gegen die Buschen kann man sein;716075;Buschen
Rudolf hat mir keine Sorgen gemacht;68701;Rudolf Gundermann
