text;id;Sprecher
Das lautet: ›Teuerster Pastor, sorgen Sie dafür, daß die Globsower nicht zu sehr obenauf kommen.‹;746326;Dubslav
Berlinerin?;317153;Adelheid
Ich denk doch, gnäd'ger Herr. Und wovor haben wir denn unsre Mamsell? Die wird schon was finden.;19026;Engelke
"Darauf ist leicht Antwort geben. Erst beglückwünscht sie sich zu sich selbst, und hinterher ärgert sie sich über sich selbst. Und daß sie das
muß
, daran sind wir schuld, und das kann sie uns nicht verzeihn";586446;Melusine
Ach, Woldemar, sprich doch nicht so. Das ist ja die neue Façon, in der die Berliner sprechen, und in dem Punkt ist einer wie der andre. Dein Freund Czako spricht auch so. Du mokierst dich jetzt über die gute Schmargendorf, und dein Freund, der Hauptmann, soviel hab ich ganz deutlich gesehen, tat es auch und hat sie bei Tische geuzt.;191573;Adelheid
Aber wohin denn, Doktor?;645414;Dubslav
Noch nicht, aber das kann auch noch kommen. Und das ist dann die richtige Revolution, die Revolution in der Sitte – das, was sie jetzt das ›Letzte‹ nennen. Und ich begreife dich nicht, daß du davon kein Einsehn hast, du, ein Mann von Familie, von Zugehörigkeit zu Thron und Reich. Oder der sich's wenigstens einbildet.;717806;Adelheid
Aber, lieber Uncke, was is denn eigentlich los? Wenn man Sie so hört, da sollte man ja wahrhaftig glauben, es ginge zu Ende... Nu ja, in der Welt draußen, da klappt nich immer alles. Aber so im Schoß der Familie...;535977;Uncke
Soll ich ihn fortschicken?;198563;Adelheid
Wie? Meine Schwester?;701270;Dubslav
Wovon der eine zuwenig hat;409587;Melusine
davon hat der andre zuviel.;409628;Melusine
"Na, gnäd'ger Herr, dann werd ich man unten mit unse Mamsell Pritzbur sprechen; die kann denn die lütte Marie rausschicken. Marieken is letzten Michaelis erst eingesegnet, aber sie war auch schon da.";679089;Engelke
"Das hat er. Und doch, sosehr ich sonst für Formen und Verbindlichkeiten bin, nicht für seine. Man soll einem Menschen nicht seinen Namen vorhalten. Aber Koseleger! Ich weiß immer nicht, ob er mehr Kose oder mehr Leger ist; vielleicht beides gleich. Er ist wie 'ne Baisertorte, süß, aber ungesund. Nein, Lorenzen, da bin ich doch mehr für Sie. Sie taugen auch nicht viel, aber Sie sind doch wenigstens ehrlich.";361836;Dubslav
Na, dann mit Gott. Aber lassen Sie sich nicht zuviel erzählen. Ermyntrud wird wohl die Hauptrolle spielen oder noch wahrscheinlicher der neu zu findende Name. Werde wohl recht behalten...;404380;Dubslav
Freilich, Herr Graf.;223823;Jeserich
Wozu hättet ihr sonst euern Fix?;719638;Dubslav
Heiß Wasser is nicht mehr, gnädiger Herr. Aber ich kann ja 'ne Kasseroll aufstellen. Oder noch besser, ich hole den Petroleumkocher.;631424;Engelke
Ja, das kennt man. Und wenn du das Spiel noch einigermaßen in der Hand hast, so beschwör ich dich...;317695;Adelheid
Nun, von der Steinbank aus keine zwei Bootslängen in den See hinein, da haben Sie die Stelle, die, wenn's sein muß, mit Java telephoniert.;105152;Dubslav
Doch, doch, Rex. Italienische Kunst! Ich bitte Sie, wo soll dergleichen bei mir herkommen? Was Hänschen nicht lernt – dabei bleibt es nun mal. Ich erinnere mich noch ganz deutlich einer Auktion in Ostrowo, bei der (es war in einem kommerzienrätlichen Hause) schließlich ein roter Kasten zur Versteigerung kam, ein Kasten mit Doppelbildern und einem Opernkucker dazu, der aber keiner war. Und all das kaufte sich meine Mutter. Und an diesem Stereoskopenkasten, ein Wort, das ich damals noch nicht kannte, habe ich meine italienische Kunst gelernt. Die ›Türen‹ waren aber nicht dabei. Was können Sie da groß verlangen? Ich habe, wenn Sie das Wort gelten lassen wollen, 'ne Panoptikumbildung.;209471;Czako
"Und hältst deine Reden für König und Vaterland und für die alten Güter und sprichst gegen die Freiheit. Ich versteh dich nicht mit deinem ewigen ›gegen die Freiheit‹. Laß sie doch mit ihrer ganzen dummen Freiheit machen, was sie wollen. Was heißt Freiheit? Freiheit ist gar nichts; Freiheit ist, wenn sie sich versammeln und Bier trinken und ein Blatt gründen. Du hast bei den Kürassieren gestanden und mußt doch wissen, daß Torgelow und Katzenstein (was keinen Unterschied macht) uns nicht erschüttern werden, uns nicht und unsern Glauben nicht und Stechlin nicht und Wutz nicht. Die Globsower, solange sie bloß Globsower sind, können gar nichts erschüttern. Aber wenn erst der Buschen ihre Enkelkinder, denn die Karline wird doch wohl schon mehrere haben, ihre Knöpfstiefel und ihre roten Strümpfe tragen, als müßt es nur so sein, ja, Dubslav, dann ist es vorbei. Mit der Freiheit, laß mich das wiederholen, hat es nicht viel auf sich; aber die roten Strümpfe, das ist was. Und dir trau ich ganz und gar nicht, und der Karline natürlich erst recht nicht, wenn es auch vielleicht schon eine Weile her ist.";718352;Adelheid
In sein Regiment.;29539;Rex
Betonen Sie das nicht so, Lorenzen. Es gibt Umgangsformen und Artigkeitsgesetze. Gewiß. Aber das alles reicht nicht weit. Was der Mensch am ehesten durchbricht, das sind gerade solche Formen. Und wer sie nicht durchbricht, der kann einem auch leid tun. Wie geht es denn in der Ehe? Haben Sie schon einen Mann gesehen, der die Formen wahrt, wenn seine Frau ihn ärgert? Ich nicht. Leidenschaft ist immer siegreich.;121268;Dubslav
Dann bin ich beruhigt;581048;Graf Barby
Melusine gefällt fast immer. Aber manchem gefällt sie freilich auch nicht. Es gibt so viele Menschen, die haben einen natürlichen Haß gegen alles, was liebenswürdig ist, weil sie selber unliebenswürdig sind. Alle beschränkten und aufgesteiften Individuen, alle, die eine bornierte Vorstellung vom Christentum haben – das richtige sieht ganz anders aus –, alle Pharisäer und Gernegroß, alle Selbstgerechten und Eiteln fühlen sich durch Personen wie Melusine gekränkt und verletzt, und wenn sich der alte Stechlin in Melusine verliebt hat, dann lieb ich ihn schon darum, denn er ist dann eben ein guter Mensch. Mehr brauch ich von ihm gar nicht zu wissen. Übrigens konnt es kaum anders sein. Der Apfel fällt nicht weit vom Stamm. Aber auch umgekehrt: wenn ich den Apfel kenne, kenn ich auch den Stamm... Und wer war denn noch da? Ich meine, von Verwandtschaft?;581095;Graf Barby
"Nichts, nichts. Ich halte Sie fest. Kommt es so, oder kommt es
nicht
so?";749345;Dubslav
Ach, es ist an und für sich nicht viel und doch auch wieder eine recht ärgerliche Sache. Da haben wir ja jetzt die Jüngste von unserm Schullehrer Brandt ins Haus genommen, ein hübsches Balg, rotbraun und ganz kraus, und Brandt wollte, sie solle bei uns angelernt werden. Nun, wir sind kein großes Haus, gewiß nicht, aber Mäntel abnehmen und rumpräsentieren, und daß sie weiß, ob links oder rechts, soviel lernt sie am Ende doch.;69914;Frau Gundermann
"Sagen Sie das nicht. Die armen Leute! Das war mal richtig; heutzutage aber paßt es nicht mehr. Und solch unsichere Passagiere wie mein Woldemar und wie mein lieber Lorenzen (von dem der Junge, Pardon, all den Unsinn hat), solche unsichere Passagiere, statt den Riegel vorzuschieben, kommen den Torgelowschen auf halbem Wege entgegen und sagen: ›Ja, ja, Töffel, du hast auch eigentlich ganz recht‹, oder, was noch schlimmer ist: ›Ja, ja, Jochem, wir wollen mal nachschlagen.‹";746472;Dubslav
Ja, die Frau Katzler, Durchlaucht.;663724;Engelke
So hat's denn eine Verlobung gegeben?;315718;Melusine
Ja. Aber doch mehr draußen in der Welt als da heim. Anstaunen ist auch eine Kunst. Es gehört etwas dazu, Großes als groß zu begreifen... Und dann kam die dritte Zeit. Nicht groß und doch auch wieder ganz groß. Da war das arme, elende, halb dem Untergange verfallene Land nicht von Genie, wohl aber von Begeisterung durchleuchtet, von dem Glauben an die höhere Macht des Geistigen, des Wissens und der Freiheit.;552010;Lorenzen
Trifft auch zu. Können Sie sich denken, daß Wrschowitz aus einer Art Verzweiflung Doktor geworden ist?;249762;Graf Barby
Das is richtig. Also Lorenzen, und vielleicht, wenn das Kind sich wieder erholt, auch Katzler. Ein Schelm gibt mehr, als er hat. Und dann, Engelke, solche Damen, die überall rum in der Welt waren, da weiß man nie, wie der Hase läuft. Es ist möglich, daß sie sich für Krippenstapel interessieren. Oder höre, da fällt mir noch was ein. Was meinst du zu Koseleger?;505692;Dubslav
Nicht für den Umsturz, Herr Major. Isidor, wenn ich so sagen darf, ist für die alte Valuta. Aber nebenher hat er ein Herz für die Menschheit.;640163;Baruch
Melusine, du darfst so nicht weitersprechen;486945;Armgard
Sie wissen übrigens, Herr von Stechlin, wie's hier steht und daß ich meine ältere Schwester, die mich erzogen hat (hoffentlich gut), jetzt nachträglich mitunter meinerseits erziehen muß.;487017;Armgard
Eben erst ist er fort, der arme Professor, und jetzt schon so schlechte Nachrede. Welchen Trost soll sich unser Freund Stechlin daraus schöpfen? Er wird denken: heute dir, morgen mir.;487243;Armgard
Das wäre was für Sie. Dieser Rubens im Original, in seiner Farbenallgewalt. Es heißt immer, daß er nur Flamänderinnen hätte malen können. Nun, das wäre wohl auch noch nicht das schlimmste gewesen. Aber er konnte mehr. Sehen Sie den Christus. Wohl jedem, der draußen war und zu dem die Welt mal in andern Zungen redete! Hier blüht der Bilderbogen, Türke links, Russe rechts. Ach, Lorenzen, es ist traurig, hier versauern zu müssen.;343720;Koseleger
Ein Glauben, in dem Sie sich, lieber Czako, wie jedesmal, wenn Sie zu glauben anfangen, in einem großen Irrtum befinden.;205397;Rex
Wenn du wüßtest, was uns Stechlin von ihm erzählt hat und daß er – nicht Stechlin, aber der Prinz – ein Misogyne war, so würdest du vielleicht anders sprechen.;265536;Graf Barby
Und ist dir auch nicht zu still?;754361;Dubslav
Und was wurde weiter?;697639;Dubslav
Sonst hätten sich diese Bekenntnisse verboten. Aber da sie nun mal gemacht sind und man nie weiß, wann und wie man wieder zusammenkommt, so lassen Sie mich darin fortfahren. Woldemar erzählte mir – Pardon für meine Indiskretion – von Ihrer Schwärmerei für die Lind. Und da horchten wir denn auf und beneideten Sie fast. Nichts beneidenswerter als eine Seele, die schwärmen kann. Schwärmen ist fliegen, eine himmlische Bewegung nach oben.;544462;Melusine
Ganz sicher.;304519;Woldemar
Na, das freut mich. Und Agnes, sagt Ihr, heißt sie. Is ein hübsches Kind.;457952;Dubslav
"Das sind alle«, sagte Rex. »Alle Lehrer sind ein Schrecknis. Wir im Kultusministerium können ein Lied davon singen. Diese Abc-Pauker wissen alles, und seitdem Anno sechsundsechzig der unsinnige Satz in die Mode kam, ›der preußische Schulmeister habe die Österreicher geschlagen‹ – ich meinerseits würde lieber dem Zündnadelgewehr oder dem alten Steinmetz, der alles, nur kein Schulmeister war, den Preis zuerkennen –, seitdem ist es vollends mit diesen Leuten nicht mehr auszuhalten. Herr von Stechlin hat eben von einem der Humboldts gesprochen; nun, an Wilhelm von Humboldt trauen sie sich noch nicht recht heran, aber was Alexander von Humboldt konnte, das können sie nun schon lange.";99226;Rex
Und;740812;Uncke
wenn die Mädchens zufrieden sind, Herr Major, dann sind alle zufrieden.;740837;Uncke
"Es ist, wie Sie sagen, Herr Hauptmann; ich habe Kinder, aber schon erwachsen, beinah alle, denn ich habe mich jung verheiratet. Ja, Herr von Czako, man ist auch einmal jung gewesen. Und es ist ein Glück, daß ich die Kinder habe. Sonst ist kein Mensch da, mit dem man ein gebildetes Gespräch führen kann. Mein Mann hat seine Politik und möchte sich wählen lassen, aber es wird nichts, und wenn ich die Journale bringe, nicht mal die Bilder sieht er sich an. Und die Geschichten, sagt er, seien bloß dummes Zeug und bloß Wasser auf die Mühlen der Sozialdemokratie. Seine Mühlen, was ich übrigens recht und billig finde, sind ihm lieber.";56292;Frau Gundermann
Was immer eine Dummheit, aber doch viel mehr noch eine Huldigung ist.;278478;Woldemar
Ich glaube;438970;Melusine
daß du bei diesem zweiten Besuch eine gute Anleihe machst. Denn von dem mit Susan Gesehenen wirst du zur Zeit nicht mehr viel zur Verfügung haben.;439000;Melusine
Das ist nun auch wieder aus dem Ton.;444831;Woldemar
"Und nur das eine möcht ich Ihnen noch sagen, Herr von Stechlin, mit der Digitalis immer ruhig so weiter und, wenn der Appetit nicht wiederkommt, lieber nur zweimal täglich. Und nie mehr als zehn Tropfen. Und wenn Sie sich unpaß fühlen, mein Stellvertreter ist von allem unterrichtet. Er wird Ihnen gefallen. Neue Schule, moderner Mensch; aber doch nicht zuviel davon (so wenigstens hoff ich) und jedenfalls sehr gescheit. An seinem Namen – er heißt nämlich Moscheles – dürfen Sie nicht Anstoß nehmen. Er ist aus Brünn gebürtig, und da heißen die meisten so.";650486;Dr. Sponholz
Gewiß kommt so was immer noch vor. Aber, Herr von Stechlin, all dies Heldische...;692431;Lorenzen
Liebe Tante, sprich, wovon du willst, nur nicht davon. Das ist ein Wort für kleine Garnisonen. Wir wissen, was wir zu tun haben. Dienst ist alles, und Schneidigkeit ist bloß Renommisterei. Und das ist das, was bei uns am niedrigsten steht.;197608;Woldemar
Ganz meine Meinung, meine Gnädigste;182070;Czako
Schade, daß wir so spät an dem Denkmal vorbeikommen.;203069;Rex
Und wenn es sich um eine sittliche Pflicht handelt, wie doch heute ganz offenbar, wie hätt ich da sagen wollen: bleibe. Ich wäre mir klein vorgekommen, klein und untreu.;357285;E. Katzler
"Nun denn – ich erzähle nach dem Gedächtnis, und im einzelnen und Nebensächlichen irr ich vielleicht... Aber in der Hauptsache stimmt es... Also zuletzt, nach langer Irrfahrt, waren's noch ihrer fünf: Greeley selbst und vier seiner Leute. Das Schiff hatten sie verlassen, und so zogen sie hin über Eis und Schnee. Sie wußten den Weg, soweit sich da von Weg sprechen läßt, und die Sorge war nur, ob das bißchen Proviant, das sie mit sich führten, Schiffszwieback und gesalzenes Fleisch, bis an die nächste menschenbewohnte Stelle reichen würde. Jedem war ein höchstes und doch zugleich auch wieder geringstes Maß als tägliche Provision zubewilligt, und wenn man dies Maß einhielt und kein Zwischenfall kam, so mußt es reichen. Und einer, der noch am meisten bei Kräften war, schleppte den gesamten Proviant. Das ging so durch Tage. Da nahm Leutnant Greeley wahr, daß der Proviant schneller hinschmolz, als berechnet, und nahm auch wahr, daß der Proviantträger selbst, wenn er sich nicht beobachtet glaubte, von den Rationen nahm. Das war eine schreckliche Wahrnehmung. Denn ging es so fort, so waren sie samt und sonders verloren. Da nahm Greeley die drei andern beiseit und beriet mit ihnen. Eine Möglichkeit gewöhnlicher Bestrafung gab es nicht, und auf einen Kampf sich einzulassen ging auch nicht. Sie hatten dazu die Kräfte nicht mehr. Und so hieß es denn zuletzt, und es war Greeley, der es sagte: ›Wir müssen ihn hinterrücks erschießen.‹ Und als sie bald nach dieser Kriegsgerichtsszene wieder aufbrachen, der heimlich Verurteilte vorn an der Tête, trat Greeley von hinten her an ihn heran und schoß ihn nieder. Und die Tat war nicht umsonst getan; ihre Rationen reichten aus, und an dem Tage, wo sie den letzten Bissen verzehrten, kamen sie bis an eine Station.";695869;Lorenzen
Das ändert nichts.;209450;Rex
"Und eigentlich hab ich die ganzen drei Wochen auf 'nem Omnibus gesessen und bin abends in die Matrosenkneipen an der Themse gegangen. Ein bißchen gefährlich; man hat da seinen Messerstich weg, man weiß nicht wie, ganz wie in Italien. Bloß in Italien gibt es vorher doch immer noch ein Liebesverhältnis, was in Old Wapping – so heißt nämlich der Stadtteil an der Themse – nicht mal nötig ist. Und dann, wenn ich zu Hause war, sprach ich natürlich mit Mary. Viel war es nicht. Denn die hundert Vokabeln, die dazu nötig sind, die hatte ich damals noch nicht voll.";423182;v. Herbstfelde
Weiß der Himmel;418885;v. Raspe
"wir kommen aus den Abordnungen auch gar nicht mehr heraus. Wir haben freilich drei Sendens im Regiment, aber es sind der Sendbotschaften doch fast zuviel. Und diesmal nun auch unser Stechlin dabei.
Was wird er sagen, wenn er oben in Ostpreußen von der ihm zugedachten Ehre hört. Er wird vielleicht sehr gemischte Gefühle haben. Übermorgen ist er von Trakehnen wieder da, mutmaßlich bei dem scheußlichen Wetter schlecht ajustiert, und dann Hals über Kopf und in großem Trara nach London. Und London ginge noch. Aber auch nach Windsor. Alles, wenn es sich um Chic handelt, will doch seine Zeit haben, und gerade die Vettern drüben sehen einem sehr auf die Finger.";418917;v. Raspe
Kaum. Und wenn kein Geheimnis...;249867;Woldemar
Nu ja, nu ja.;503589;Engelke
"Nein; ich möchte gern was Ordentliches essen. Drei Löffel Suppe, 'ne Forelle en miniature und ein Poulardenflügel – das ist zuwenig für meine Verhältnisse. Rundheraus, ich habe Hunger.";601074;Czako
Awer Tuxen, wat moakst du denn hier? Wenn keen Moonschien wiehr, wiehrst du nu all kaputt.;405580;Martin
Immer, wenn ich den Wasserstrahl sehe;65981;Herr Gundermann
"muß ich wieder an unsern guten alten Kortschädel denken. Is nu auch hinüber. Na, jeder muß mal, und wenn irgendeiner seinen Platz da oben sicher hat,
der
hat ihn. Ehrenmann durch und durch, und loyal bis auf die Knochen. Redner war er nicht, was eigentlich immer ein Vorzug, und hat mit seiner Schwätzerei dem Staate kein Geld gekostet; aber er wußte ganz gut Bescheid, und, unter vier Augen, ich habe Sachen von ihm gehört, großartig. Und ich sage mir, solchen kriegen wir nicht wieder...";66044;Herr Gundermann
Engelke, bring uns die kleine Kiste, du weißt schon;65296;Woldemar
"Ja, man kann es beinahe sagen. Das ist eben der Vorzug solcher, die man ›schlank‹ nennt. Beiläufig ein Euphemismus. Wo nichts ist, hat der Kaiser sein Recht verloren und die Zeit natürlich auch; sie kann nichts nehmen, wo sie nichts mehr findet. Aber ich denke – Rex tut mir übrigens leid, weil er wieder in seine Stiefel muß –, wir begeben uns jetzt nach unten und machen uns möglichst liebenswürdig bei der Tante. Sie wird uns wohl schon erwarten, um uns ihren Liebling vorzustellen.";154815;Woldemar
Im übrigen seh ich zu meiner Freude – und das verdanken wir wieder unserm guten Kluckhuhn, der an alles denkt und alles vorsieht –, daß die Schneeschipper auch ein paar ihrer Pickäxte mitgebracht haben. Ich taxiere das Eis auf nicht dicker als zwei Fuß, und wenn sich die Leute dranmachen, so haben wir in zehn Minuten eine große Lune, und der Hahn, wenn er nur sonst Lust hat, kommt aus seiner Tiefe herauf. Befehlen Frau Gräfin?;539937;Dubslav
"Nein, ihr Herren. Wollte
nicht
zurück. Denn es war eine sehr feine Dame, die gelitten hatte...";400083;Thormeyer
"Nein, sie taten mir nichts. Bloß, wenn sie so 'ne Weile gestanden hatten, dann stellten sie sich auf das andre Bein. Und ich sagte zu Mutter: ›Mutter, komm; der eine sieht mich immer so an.‹ Und da gingen wir an eine andere Stelle, wo der Bär war.";720988;Agnes
Aber, Kind, wie denn? Du mußt doch 'ne Gelegenheit zum Schlafen haben.;291150;Frau Imme
"Und dann müssen wir doch auch repräsentieren. Ich muß ihnen doch irgendeinen Menschen vorsetzen. Ja, wen soll ich ihnen vorsetzen? Viel is hier nich. Da hab ich Adelheiden. Natürlich, die muß ich einladen, und sie wird auch kommen, trotzdem Schnee gefallen ist; aber sie kann ja 'nen Schlitten nehmen. Vielleicht ist ihr Schlitten besser als ihr Wagen. Gott, wenn ich an das Verdeck denke mit der großen Lederflicke, da wird mir auch nicht besser. Und dabei denkt sie, ›sie is was‹, was am Ende auch wieder gut is, denn wenn der Mensch erst denkt, ›es is gar nichts mit ihm‹, dann is es auch nichts.";503605;Dubslav
Vielleicht war es ein bißchen zuviel.;73271;Czako
Ja, das is sie. Aber...;723247;Engelke
Ja, Rex, das ›für Sie gewiß‹, das sagen Sie so spöttisch und überheblich, weil Sie glauben, Klatschen sei was Inferiores und für mich gerade gut genug. Aber da machen Sie meiner Meinung nach einen doppelten Fehler. Denn erstlich ist Klatschen überhaupt nicht inferior, und zweitens klatschen Sie geradeso gern wie ich und vielleicht noch ein bißchen lieber. Sie bleiben nur immer etwas steifer dabei, lehnen meine Frivolitäten zunächst ab, warten aber eigentlich darauf. Im übrigen denk ich, wir lassen all das auf sich beruhn und sprechen lieber von der Hauptsache. Ich finde, wir können unserm Freunde Stechlin nicht dankbar genug dafür sein, uns mit einem so liebenswürdigen Hause bekannt gemacht zu haben. Den Wrschowitz und den alten Malerprofessor, der von dem Engel des Gerichts nicht loskonnte – nun die beiden schenk ich Ihnen (ich denke mir, der Maler wird wohl nach Ihrem Geschmacke sein), aber die andern, die man da trifft, wie reizend alle, wie natürlich. Obenan dieser Frommel, dieser Hofprediger, der mir am Teetisch fast noch besser gefällt als auf der Kanzel. Und dann diese bayrische Baronin. Es ist doch merkwürdig, daß die Süddeutschen uns im Gesellschaftlichen immer um einen guten Schritt vorauf sind, nicht von Bildungs, aber von glücklicher Natur wegen. Und diese glückliche Natur, das ist doch die wahre Bildung.;413888;Czako
Nun aber, Herr Lehrer Krippenstapel;109384;Czako
nun bitte, geben Sie uns auch einen Kommentar. Wie is das eigentlich mit den Bienen? Es soll ja was ganz Besondres damit sein.;109436;Czako
Und die Badestube... warum is sie dir denn so furchtbar, daß du dich ordentlich schudderst? Der Mensch muß doch am Ende baden können.;295151;Frau Imme
"Denn dieser mir in den Schoß gefallene Baczko ist doch einfach eine Rang- und Standeserhöhung, ein richtiges Avancement. Die Baczkos reichen mindestens bis Hus oder Ziska und, wenn es vielleicht Ungarn sind, bis auf die Hunyadis zurück, während der erste wirkliche Czako noch keine zweihundert Jahre alt ist. Und von diesem ersten wirklichen Czako stammen wir doch natürlich ab. Erwägen Sie, bevor es nicht einen wirklichen Czako gab, also einen steifen grauen Filzhut, mit Leder oder Blech beschlagen, eher kann es auch keinen ›
von
Czako‹ gegeben haben; der Adel schreibt sich immer von solchen Dingen seiner Umgebung oder seines Metiers oder seiner Beschäftigung her. Wenn ich wirklich noch mal Lust verspüren sollte, mich standesgemäß zu verheiraten, so scheitre ich vielleicht an der Jugendlichkeit meines Adels und werde mich dann dieser Stunde wehmütig freundlich erinnern, die mich, wenn auch nur durch eine Namensverwechslung, auf einen kurzen Augenblick zu erhöhen trachtete.";169761;Czako
Ja;647104;Dubslav
diese richtigen alten Compagniechirurgusse, die hab ich auch noch gekannt. Blutige Zyniker, jetzt leider ausgestorben... Und in solchem Pfäffersschen Backofen wollen Sie sechs Wochen zubringen?;647125;Dubslav
Ach, die können schon. Er gewiß, und sie kluckt auch bloß immer so rum.;19457;Engelke
Das glaub ich! Wie wollen Sie das erklären?;221122;Melusine
Die kann sich ja die Bilder mit ansehen;725016;Dubslav
am Ende macht es ihr selber auch Spaß, und vielleicht kann sie dem kleinen Ding, der Agnes, alles so nebenher erklären, und dann is es so gut wie 'ne Schulstunde.;725074;Dubslav
Und nun vorwärts, Martin.;404568;Dubslav
Sehen Sie hier, Hauptmann, das wäre so was. Niedrige Buchsbaumwand. Da haben wir Luft und doch keinen Zug. Denn vor Zug muß ich mich auch hüten wegen Rheumatismus, oder vielleicht ist es auch Gicht. Und dabei hören wir das Plätschern von meiner Sanssouci-Fontäne. Was meinen Sie?;120061;Dubslav
Sie hört es aber doch;463650;Armgard
und denkt dabei: was es doch für sonderbare Neigungen und Glücke gibt. Ich habe für dergleichen gar kein Organ. Unsre teure Baronin findet unser Leben langweilig und solche Chronik interessant. Ich, umgekehrt, finde solche Chronik langweilig und unser alltägliches Leben interessant. Wenn ich den Rudolf unsers Portiers Hartwig unten mit seinem Hoop und seinen dünnen langen Berliner Beinen über die Straße laufen sehe, so find ich das interessanter als diese sogenannte Pikanterie.;463696;Armgard
Und Schlachten weiblich... Ach, Adelheid, wir können uns über so was nicht einigen. Ich gelte schon für leidlich altmodisch, aber du, du bist ja geradezu petrefakt.;576328;Dubslav
Ich habe dein Telegramm;153001;Adelheid
erst um ein Uhr erhalten. Es geht über Gransee, und der Bote muß weit laufen. Aber sie wollen ihm ein Rad anschaffen, solches, wie jetzt überall Mode ist. Ich sage Rad, weil ich das fremde Wort, das so verschieden ausgesprochen wird, nicht leiden kann. Manche sagen ›ci‹, und manche sagen ›schi‹. Bildungsprätensionen sind mir fremd, aber man will sich doch auch nicht bloßstellen.;153046;Adelheid
Ich möchte doch beinah glauben...;218247;Melusine
Also schlankweg entzückend.;220102;Woldemar
Laß sie teilen, Vater.;327258;Isidor
'n Abend, jnäd'ger Herr.;458278;Buschen
Ja, die Buschen...;677262;Engelke
Ja;740712;Dubslav
so was hilft. Musik und 'nen Schott'schen, dann sind die Mädchen zufrieden.;740734;Dubslav
"Nein, nein; nicht so was. Lupine, davon hab ich schon soviel gelesen; das wechselt in einem fort, und eins ist so dumm wie das andre. Die Landwirtschaft kommt doch nicht wieder obenauf oder wenigstens nicht durch so was. Bringe mir lieber einen Roman; früher in meiner Jugend sagte man Schmöker. Ja, damals waren alle Wörter viel besser als jetzt. Weißt du noch, wie ich mir in dem Jahre, wo ich Zivil wurde, den ersten Schniepel machen ließ? Schniepel is auch solch Wort und doch wahrhaftig besser als Frack. Schniepel hat so was Fideles: Einsegnung, Hochzeit, Kindtaufe.";636629;Dubslav
"All das wurde mir nicht viel besagen. Das herkömmlich Heldische fehlt in seiner Geschichte völlig. Was an seine Stelle tritt, ist ein ganz andres. Aber dies andre,
das
gerade macht es.";695667;Lorenzen
Ach, dessen erinnere ich mich auch, ja ich habe sogar seinen Namen auf der Zunge. Mit einem großen C fängt er an. Aber Calderon ist es nicht.;312512;Baronin Berchtesgaden
Allerdings. Ich auch. Aber ich kam nicht recht dazu, nippte bloß, weil ich mich über die Maßen ärgern mußte. Denn an dem Tische neben mir saß ein Herr und eine Dame, wenn es überhaupt eine Dame war. Aber Engländer waren es. Er steckte ganz in Flanell und hatte die Beinkleider umgekrempelt, und die Dame trug einen Rock und eine Bluse und einen Matrosenhut. Und der Herr hatte ein Windspiel, das immer zitterte, trotzdem fünfundzwanzig Grad Wärme waren.;575451;Adelheid
Alles an dieser Dame, wenn sie durchaus so etwas sein soll, ist verführerisch. Ich habe so was von Koketterie noch nie gesehn. Und wenn ich mir dann unsern armen Woldemar daneben denke! Der is ja solcher Eva gegenüber von Anfang an verloren. Eh er noch weiß, was los ist, ist er schon umstrickt, trotzdem er doch bloß ihr Schwager ist. Oder vielleicht auch grade deshalb. Und dazu das ewige Sichbiegen und -wiegen in den Hüften. Alles wie zum Beweise, daß es mit der Schlange denn doch etwas auf sich hat. Und wie sie nun gar erst mit dem Lorenzen umsprang. Aber freilich, der ist womöglich noch leichter zu fangen als Woldemar. Er sah sie immer an wie 'ne Offenbarung. Und sie ist auch so was. Darüber is kein Zweifel. Aber wovon?;578726;Adelheid
Das Junggesellenleben, Woldemar, taugt nichts. Dein Vater war auch schon zu alt, als er sich verheiratete. Ich will nicht in deine Geheimnisse eindringen, aber ich möchte doch fragen dürfen: wie stehst du dazu?;316885;Adelheid
Ja, Lorenzen, Sie lachen;128866;Dubslav
"Aber bei Lichte besehen hat Woldemar doch recht, was (und Sie wissen auch warum) eigentlich nicht oft vorkommt. Es ist genau so, wie er sagt. Natürlich bleibt uns Eva und die Schlange; das ist uralte Erbschaft. Aber soviel noch von guter alter Zeit in dieser Welt zu finden ist, soviel findet sich hier, hier in unsrer lieben alten Grafschaft. Und in dies Bild richtiger Gliederung, oder meinetwegen auch richtiger Unterordnung (denn ich erschrecke vor solchem Worte nicht), in dieses Bild des Friedens paßt mir diese ganze Globsower Retortenbläserei nicht hinein. Und wenn ich nicht fürchten müßte, für einen Querkopf gehalten zu werden, so hätt ich bei hoher Behörde schon lange meine Vorschläge wegen dieser Retorten und Ballons eingereicht. Und natürlich
gegen
beide. Warum müssen es immer Ballons sein? Und wenn schon, na, dann lieber solche wie diese.
Die
laß ich mir gefallen.";128917;Dubslav
Ja, Uncke, wir haben so manchen Tag miteinander gelebt. Denke gern daran zurück – sind noch einer von den Alten. Und der Pyterke auch. Was macht er denn?;738412;Dubslav
Czako, Sie münden wieder ins Frivole.;203927;Czako
Seien Sie mir herzlich willkommen, meine Herren. Sie haben keine Ahnung, welche Freude Sie mir machen, mir, einem vergrätzten alten Einsiedler. Man sieht nichts mehr, man hört nichts mehr. Ich hoffe auf einen ganzen Sack voll Neuigkeiten.;24664;Dubslav
